YEAR,DOY,HOUR,PAR,Swdown,TEMP,SoilT,RH,RAIN,WIND,PRESSURE,aCO2_AW,SWC
2009,1,0,8.17,0.16,0.73,3.16,91.55,0.00,3.56,"93,216.23",387.87,23.92
2009,1,1,8.16,0.16,0.78,3.20,91.51,0.00,3.37,"93,189.32",387.87,23.91
2009,1,2,8.17,0.16,0.52,3.23,93.24,0.00,3.01,"93,183.68",387.87,23.89
2009,1,3,8.15,0.15,0.48,3.28,92.52,0.00,3.31,"93,166.41",387.87,23.88
2009,1,4,8.21,0.16,0.34,3.30,92.93,0.00,3.23,"93,142.91",387.87,23.91
2009,1,5,8.20,0.16,0.28,3.30,93.84,0.00,2.94,"93,123.95",387.87,23.94
2009,1,6,8.18,0.16,0.10,3.28,95.37,0.00,2.98,"93,114.05",387.87,23.96
2009,1,7,8.40,0.16,0.17,3.30,95.41,0.00,3.46,"93,111.36",387.87,23.98
2009,1,8,42.10,8.77,0.24,3.33,95.16,0.00,3.31,"93,118.23",387.87,24.03
2009,1,9,146.38,38.67,0.15,3.41,96.10,0.00,3.27,"93,131.86",387.87,24.07
2009,1,10,279.60,80.41,0.34,3.55,95.54,0.00,3.16,"93,134.50",387.87,24.03
2009,1,11,388.77,106.86,0.82,3.68,94.54,0.00,3.05,"93,098.50",387.87,24.04
2009,1,12,564.33,149.63,1.25,3.80,93.84,0.00,3.15,"93,057.50",387.87,24.01
2009,1,13,547.06,141.61,1.63,3.84,91.50,0.00,3.26,"93,030.32",387.87,23.97
2009,1,14,317.28,95.05,1.48,3.88,92.09,0.00,2.96,"93,025.32",387.87,24.01
2009,1,15,134.08,43.12,1.11,3.80,94.48,0.00,2.91,"93,032.86",387.87,24.04
2009,1,16,28.52,4.53,0.82,3.66,94.28,0.00,2.74,"93,045.36",387.87,24.06
2009,1,17,8.16,0.16,0.45,3.47,93.65,0.00,2.59,"93,053.64",387.87,24.11
2009,1,18,8.15,0.16,0.19,3.35,92.91,0.00,2.92,"93,051.77",387.87,24.24
2009,1,19,8.18,0.16,-0.14,3.27,93.14,0.00,2.91,"93,051.09",387.87,24.23
2009,1,20,8.14,0.16,-0.38,3.18,94.16,0.00,2.77,"93,049.86",387.87,24.21
2009,1,21,8.20,0.16,-0.60,3.13,94.72,0.00,2.26,"93,040.45",387.87,24.17
2009,1,22,8.10,0.16,-0.71,3.06,93.68,0.00,2.44,"93,024.82",387.87,24.14
2009,1,23,8.11,0.56,-0.84,3.03,92.91,0.00,2.36,"93,009.41",387.87,24.12
2009,2,0,8.12,0.16,-0.99,2.95,92.16,0.00,2.27,"92,992.23",387.87,24.07
2009,2,1,8.10,0.16,-1.28,2.82,93.78,0.00,2.50,"92,989.73",387.87,24.11
2009,2,2,8.13,0.16,-1.32,2.76,94.68,0.00,2.56,"93,007.18",387.87,24.11
2009,2,3,8.11,0.16,-1.38,2.69,94.83,0.00,2.98,"93,008.86",387.87,24.08
2009,2,4,8.08,0.16,-1.35,2.61,94.77,0.00,2.92,"93,011.91",387.87,24.06
2009,2,5,8.10,0.16,-1.36,2.58,93.79,0.00,2.93,"93,011.68",387.87,24.05
2009,2,6,8.10,0.16,-1.31,2.53,92.97,0.00,3.30,"93,029.73",387.87,24.04
2009,2,7,8.18,0.15,-1.34,2.50,93.18,0.00,3.66,"93,063.32",387.87,24.06
2009,2,8,39.10,6.40,-1.40,2.46,93.36,0.00,3.48,"93,118.64",387.87,24.10
2009,2,9,125.30,27.94,-1.36,2.51,93.40,0.00,3.20,"93,176.68",387.87,24.08
2009,2,10,241.06,62.52,-1.25,2.64,93.82,0.00,3.04,"93,226.86",387.87,24.06
2009,2,11,331.67,85.18,-1.25,2.73,95.42,0.00,3.04,"93,244.86",387.87,24.06
2009,2,12,491.04,117.23,-1.01,2.89,93.61,0.00,3.31,"93,243.55",387.87,24.08
2009,2,13,521.25,129.91,-1.01,2.94,90.41,0.00,3.50,"93,256.27",387.87,24.16
2009,2,14,367.30,97.33,-1.04,2.94,89.88,0.00,3.25,"93,289.59",387.87,24.17
2009,2,15,178.18,50.71,-1.32,2.80,91.13,0.00,3.29,"93,337.00",387.87,24.14
2009,2,16,38.77,7.21,-1.52,2.64,90.07,0.00,3.12,"93,378.32",387.87,24.13
2009,2,17,8.16,0.16,-1.89,2.46,91.39,0.00,3.16,"93,411.32",387.87,24.13
2009,2,18,8.06,0.16,-1.99,2.33,92.06,0.00,3.12,"93,447.00",387.87,24.10
2009,2,19,8.06,0.16,-2.17,2.26,91.38,0.00,2.92,"93,483.77",387.87,24.07
2009,2,20,7.98,0.16,-2.63,2.18,90.91,0.00,2.65,"93,510.91",387.87,24.03
2009,2,21,7.99,0.15,-2.96,2.11,91.60,0.00,2.43,"93,539.77",387.87,24.03
2009,2,22,8.01,0.16,-3.07,2.03,91.04,0.00,2.22,"93,570.95",387.87,24.00
2009,2,23,8.03,0.16,-3.22,1.93,91.08,0.00,2.45,"93,591.27",387.87,23.96
2009,3,0,8.01,1.42,-3.44,1.90,92.21,0.00,2.12,"93,602.77",387.87,23.95
2009,3,1,8.01,0.15,-3.52,1.75,90.99,0.00,2.27,"93,612.91",387.87,23.98
2009,3,2,7.97,0.15,-3.52,1.74,89.54,0.00,2.41,"93,638.45",387.87,23.97
2009,3,3,8.02,0.16,-3.67,1.64,90.16,0.00,2.76,"93,653.32",387.87,23.95
2009,3,4,8.04,0.16,-3.74,1.60,89.81,0.00,2.42,"93,664.64",387.87,23.94
2009,3,5,8.03,0.16,-3.81,1.61,88.75,0.00,2.44,"93,670.23",387.87,23.93
2009,3,6,8.02,0.16,-3.83,1.57,88.28,0.00,2.83,"93,673.18",387.87,23.91
2009,3,7,8.71,0.16,-3.80,1.54,88.32,0.00,2.78,"93,679.95",387.87,23.89
2009,3,8,77.86,18.76,-3.28,1.54,87.46,0.00,2.64,"93,710.77",387.87,23.87
2009,3,9,369.18,96.04,-3.03,1.62,86.17,0.00,2.66,"93,739.36",387.87,23.86
2009,3,10,598.72,156.23,-2.79,1.89,85.91,0.00,2.70,"93,762.14",387.87,23.85
2009,3,11,736.97,183.73,-2.36,2.09,84.27,0.00,3.01,"93,747.00",387.87,23.85
2009,3,12,862.94,211.06,-1.90,2.33,84.16,0.00,2.92,"93,709.77",387.87,23.86
2009,3,13,850.48,209.03,-1.50,2.49,83.51,0.00,3.12,"93,685.09",387.87,23.89
2009,3,14,613.34,154.99,-1.21,2.62,81.78,0.00,2.88,"93,679.77",387.87,23.95
2009,3,15,285.79,73.86,-1.25,2.40,80.20,0.00,2.93,"93,685.36",387.87,23.93
2009,3,16,48.95,8.92,-1.47,2.24,80.92,0.00,3.06,"93,690.27",387.87,23.91
2009,3,17,8.22,0.16,-1.59,2.05,80.45,0.00,3.34,"93,690.73",387.87,23.90
2009,3,18,8.08,0.16,-1.67,2.01,81.83,0.00,3.20,"93,695.18",387.87,23.88
2009,3,19,8.07,0.16,-1.65,2.01,81.82,0.00,3.10,"93,705.55",387.87,23.88
2009,3,20,8.09,0.16,-1.69,2.03,81.78,0.00,3.09,"93,695.82",387.87,23.86
2009,3,21,8.05,0.16,-1.79,2.02,82.61,0.00,3.32,"93,688.68",387.87,23.84
2009,3,22,8.12,0.16,-1.83,2.05,81.97,0.00,2.99,"93,675.55",387.87,23.83
2009,3,23,8.07,0.15,-1.90,2.06,82.20,0.00,3.17,"93,654.05",387.87,23.81
2009,4,0,8.09,0.16,-2.04,2.05,82.82,0.00,3.30,"93,624.50",387.87,23.80
2009,4,1,8.07,0.16,-2.13,2.03,82.89,0.00,3.36,"93,589.32",387.87,23.78
2009,4,2,8.10,0.16,-2.19,1.97,82.18,0.00,3.01,"93,559.59",387.87,23.76
2009,4,3,8.10,0.16,-2.20,1.99,82.68,0.00,2.79,"93,529.27",387.87,23.75
2009,4,4,8.06,0.15,-2.29,1.97,83.26,0.00,3.32,"93,487.00",387.87,23.74
2009,4,5,8.03,0.15,-2.38,1.95,84.24,0.00,2.77,"93,467.36",387.87,23.79
2009,4,6,8.07,0.16,-2.73,1.96,84.87,0.00,1.86,"93,466.64",387.87,23.81
2009,4,7,8.28,0.17,-2.97,1.89,86.37,0.00,2.20,"93,466.59",387.87,23.80
2009,4,8,45.79,10.33,-2.59,1.93,84.64,0.00,2.16,"93,476.27",387.87,23.76
2009,4,9,200.82,53.90,-2.38,2.06,83.32,0.00,2.07,"93,485.82",387.87,23.74
2009,4,10,456.23,123.48,-1.85,2.25,82.29,0.00,2.31,"93,490.09",387.87,23.73
2009,4,11,639.19,164.51,-1.73,2.48,84.69,0.00,2.33,"93,465.55",387.87,23.73
2009,4,12,659.67,169.20,-1.32,2.60,83.92,0.00,2.46,"93,416.05",387.87,23.72
2009,4,13,536.09,134.25,-1.11,2.60,83.75,0.00,2.63,"93,382.05",387.87,23.74
2009,4,14,427.02,108.11,-0.97,2.66,82.33,0.00,2.39,"93,367.09",387.87,23.94
2009,4,15,218.24,56.90,-0.90,2.62,81.78,0.00,2.54,"93,370.32",387.87,23.98
2009,4,16,42.94,8.08,-1.11,2.46,82.95,0.00,2.44,"93,376.00",387.87,23.94
2009,4,17,8.22,0.17,-1.30,2.36,81.82,0.00,2.34,"93,377.32",387.87,23.92
2009,4,18,8.11,0.16,-1.42,2.29,80.63,0.00,2.43,"93,373.41",387.87,23.89
2009,4,19,8.13,0.16,-1.39,2.25,82.28,0.00,2.51,"93,365.91",387.87,23.86
2009,4,20,8.14,0.16,-1.40,2.18,84.20,0.00,2.86,"93,359.45",387.87,23.84
2009,4,21,8.08,0.16,-1.50,2.12,84.32,0.00,3.16,"93,334.86",387.87,23.82
2009,4,22,8.07,0.16,-1.77,2.03,85.27,0.00,3.39,"93,316.73",387.87,23.80
2009,4,23,8.06,0.15,-1.95,2.07,87.35,0.00,3.36,"93,302.73",387.87,23.79
2009,5,0,7.99,0.15,-1.83,2.06,87.17,0.00,3.14,"93,275.86",387.87,23.77
2009,5,1,8.05,0.15,-1.94,2.06,88.03,0.00,3.19,"93,251.23",387.87,23.75
2009,5,2,8.05,0.16,-1.93,2.06,88.24,0.00,3.61,"93,256.77",387.87,23.74
2009,5,3,8.08,0.16,-1.88,2.04,88.24,0.00,3.60,"93,251.00",387.87,23.74
2009,5,4,8.09,0.16,-1.82,2.10,87.67,0.00,3.37,"93,219.86",387.87,23.75
2009,5,5,8.03,0.15,-1.92,2.07,88.95,0.00,3.33,"93,194.41",387.87,23.75
2009,5,6,8.07,0.16,-2.05,2.03,89.88,0.00,3.56,"93,188.55",387.87,23.75
2009,5,7,8.36,0.17,-2.12,1.97,90.14,0.00,3.40,"93,191.95",387.87,23.73
2009,5,8,57.69,13.23,-2.09,1.88,89.61,0.00,3.49,"93,209.73",387.87,23.72
2009,5,9,246.34,61.23,-1.82,1.92,88.94,0.00,3.66,"93,220.36",387.87,23.72
2009,5,10,455.85,116.65,-1.49,2.14,88.31,0.00,3.12,"93,221.32",387.87,23.75
2009,5,11,699.90,167.88,-1.14,2.36,87.50,0.00,3.28,"93,192.86",387.87,23.78
2009,5,12,750.53,176.47,-0.95,2.56,87.49,0.00,3.42,"93,148.91",387.87,23.79
2009,5,13,686.06,162.43,-0.60,2.66,86.71,0.00,3.46,"93,115.50",387.87,23.80
2009,5,14,417.27,103.77,-0.37,2.74,84.85,0.00,3.47,"93,089.45",387.87,23.77
2009,5,15,213.37,55.78,-0.37,2.72,85.13,0.00,3.69,"93,087.91",387.87,23.75
2009,5,16,43.73,9.71,-0.66,2.57,86.28,0.00,3.20,"93,113.68",387.87,23.80
2009,5,17,8.18,0.17,-0.92,2.32,86.01,0.00,2.67,"93,137.45",387.87,23.95
2009,5,18,8.10,0.16,-0.93,2.27,86.43,0.00,2.54,"93,146.55",387.87,23.97
2009,5,19,8.07,0.16,-0.93,2.21,86.57,0.00,2.75,"93,150.64",387.87,23.96
2009,5,20,8.12,0.16,-1.04,2.19,87.43,0.00,2.73,"93,146.18",387.87,23.94
2009,5,21,8.09,0.16,-1.14,2.21,88.57,0.00,2.55,"93,140.91",387.87,23.94
2009,5,22,8.09,0.16,-1.12,2.24,89.43,0.00,2.84,"93,128.32",387.87,23.93
2009,5,23,8.08,0.16,-1.13,2.22,88.76,0.00,3.07,"93,119.27",387.87,23.94
2009,6,0,8.06,0.16,-1.22,2.16,89.09,0.00,3.17,"93,099.36",387.87,23.91
2009,6,1,8.00,0.16,-1.36,2.13,90.76,0.00,2.99,"93,089.68",387.87,23.91
2009,6,2,8.06,0.16,-1.38,2.14,91.35,0.00,3.07,"93,117.64",387.87,23.87
2009,6,3,8.04,0.16,-1.39,2.18,91.61,0.00,3.08,"93,113.14",387.87,23.85
2009,6,4,8.08,0.16,-1.36,2.25,92.11,0.00,2.94,"93,121.00",387.87,23.82
2009,6,5,8.08,0.16,-1.35,2.36,93.48,0.00,3.24,"93,132.91",387.87,23.82
2009,6,6,8.09,0.16,-1.21,2.41,93.70,0.00,3.39,"93,155.41",387.87,23.78
2009,6,7,8.38,0.16,-1.05,2.47,93.18,0.00,3.49,"93,186.23",387.87,23.78
2009,6,8,39.85,8.98,-0.93,2.52,92.75,0.00,3.29,"93,218.68",387.87,23.76
2009,6,9,146.32,39.32,-0.83,2.60,92.54,0.00,3.41,"93,257.18",387.87,23.73
2009,6,10,337.93,98.20,-0.63,2.71,92.21,0.00,3.49,"93,287.91",387.87,23.70
2009,6,11,469.29,127.62,-0.15,2.94,91.33,0.00,3.06,"93,298.91",387.87,23.69
2009,6,12,451.31,124.44,0.25,3.20,89.55,0.00,2.98,"93,288.68",387.87,23.69
2009,6,13,354.61,96.47,0.41,3.22,89.27,0.00,2.70,"93,292.82",387.87,23.70
2009,6,14,303.25,84.55,0.53,3.34,88.32,0.00,2.81,"93,309.00",387.87,23.72
2009,6,15,125.05,32.59,0.45,3.24,88.42,0.00,2.71,"93,340.50",387.87,23.75
2009,6,16,30.31,4.96,0.36,3.14,88.57,0.00,2.56,"93,372.50",387.87,23.80
2009,6,17,8.24,0.17,0.23,3.06,89.29,0.00,2.86,"93,395.91",387.87,23.83
2009,6,18,8.20,0.16,0.08,3.02,90.20,0.00,2.77,"93,411.73",387.87,23.84
2009,6,19,8.12,0.16,-0.01,2.99,90.33,0.00,2.51,"93,430.23",387.87,23.83
2009,6,20,8.16,0.16,-0.08,2.96,90.89,0.00,2.80,"93,449.36",387.87,23.82
2009,6,21,8.16,0.17,-0.03,2.99,90.55,0.00,2.98,"93,458.41",387.87,23.82
2009,6,22,8.15,0.16,-0.01,3.03,90.20,0.00,3.12,"93,469.09",387.87,23.83
2009,6,23,8.15,1.46,-0.10,3.05,91.09,0.00,3.25,"93,478.55",387.87,23.81
2009,7,0,8.16,0.16,-0.20,3.07,91.97,0.00,3.10,"93,486.50",387.87,23.80
2009,7,1,8.18,0.16,-0.27,3.04,92.09,0.00,3.39,"93,481.05",387.87,23.80
2009,7,2,8.15,0.16,-0.35,3.10,92.99,0.00,3.29,"93,485.55",387.87,23.79
2009,7,3,8.19,0.16,-0.23,3.16,91.93,0.00,3.32,"93,482.45",387.87,23.77
2009,7,4,8.12,0.16,-0.24,3.16,92.75,0.00,3.27,"93,465.27",387.87,23.79
2009,7,5,8.17,0.16,-0.34,3.20,93.86,0.00,3.06,"93,463.91",387.87,23.91
2009,7,6,8.15,0.16,-0.35,3.27,93.63,0.00,2.67,"93,473.95",387.87,23.94
2009,7,7,8.58,0.16,-0.45,3.32,94.00,0.00,2.62,"93,485.36",387.87,24.02
2009,7,8,49.75,10.72,-0.35,3.34,93.58,0.00,2.69,"93,507.59",387.87,24.09
2009,7,9,185.04,46.75,-0.09,3.43,92.85,0.00,2.41,"93,529.32",387.87,24.09
2009,7,10,396.70,105.48,0.12,3.67,92.67,0.00,2.69,"93,555.14",387.87,24.05
2009,7,11,634.71,155.62,0.42,3.95,91.74,0.00,2.63,"93,553.50",387.87,24.01
2009,7,12,715.50,177.27,0.72,4.08,90.42,0.00,2.85,"93,525.18",387.87,23.96
2009,7,13,611.41,158.26,0.92,4.10,88.59,0.00,3.03,"93,497.91",387.87,23.92
2009,7,14,406.01,110.39,1.18,4.18,86.84,0.00,2.60,"93,491.45",387.87,23.89
2009,7,15,218.19,58.73,1.30,4.04,85.17,0.00,2.49,"93,503.55",387.87,23.88
2009,7,16,50.91,10.50,1.07,3.80,86.25,0.00,2.62,"93,515.14",387.87,23.87
2009,7,17,8.53,0.18,0.96,3.61,85.32,0.00,2.77,"93,522.64",387.87,23.85
2009,7,18,8.25,0.16,0.84,3.54,85.25,0.00,2.30,"93,537.73",387.87,23.83
2009,7,19,8.21,0.16,0.68,3.50,85.81,0.00,1.84,"93,547.91",387.87,23.82
2009,7,20,8.22,0.16,0.45,3.45,86.52,0.00,1.91,"93,542.45",387.87,23.82
2009,7,21,8.19,0.16,0.33,3.40,86.57,0.00,1.76,"93,545.68",387.87,23.85
2009,7,22,8.11,0.16,0.17,3.34,86.11,0.00,1.78,"93,538.09",387.87,23.89
2009,7,23,8.20,0.17,0.08,3.25,86.13,0.00,2.13,"93,530.36",387.87,23.89
2009,8,0,8.16,0.16,-0.03,3.17,86.66,0.00,2.69,"93,512.50",387.87,23.87
2009,8,1,8.16,0.17,-0.18,3.14,87.68,0.00,2.72,"93,496.95",387.87,23.85
2009,8,2,8.17,0.16,-0.28,3.14,88.20,0.00,2.97,"93,496.41",387.87,23.83
2009,8,3,8.21,0.17,-0.14,3.14,87.71,0.00,2.42,"93,493.45",387.87,23.82
2009,8,4,8.18,0.17,-0.26,3.13,88.61,0.00,2.32,"93,479.32",387.87,23.81
2009,8,5,8.17,0.17,-0.47,3.12,90.62,0.00,2.53,"93,467.05",387.87,23.81
2009,8,6,8.17,0.16,-0.63,3.11,90.04,0.00,2.74,"93,451.36",387.87,23.85
2009,8,7,8.33,0.17,-0.78,3.08,90.23,0.00,2.69,"93,458.23",387.87,23.92
2009,8,8,53.96,11.79,-0.66,3.08,89.88,0.00,2.54,"93,465.41",387.87,23.88
2009,8,9,251.65,70.14,-0.41,3.17,89.14,0.00,2.42,"93,470.18",387.87,23.85
2009,8,10,465.96,134.70,-0.06,3.49,88.37,0.00,2.41,"93,474.18",387.87,23.82
2009,8,11,715.10,190.18,0.46,3.78,87.61,0.00,2.58,"93,459.77",387.87,23.82
2009,8,12,787.75,208.20,1.07,4.27,86.53,0.00,2.52,"93,423.50",387.87,23.89
2009,8,13,760.80,206.44,1.67,4.36,85.27,0.00,2.93,"93,389.23",387.87,23.90
2009,8,14,552.19,150.42,1.96,4.51,83.10,0.00,3.03,"93,375.41",387.87,23.87
2009,8,15,287.90,78.08,1.88,4.21,82.35,0.00,2.89,"93,383.18",387.87,23.83
2009,8,16,61.45,12.65,1.68,3.95,82.02,0.00,2.81,"93,401.09",387.87,23.80
2009,8,17,8.60,0.18,1.47,3.70,82.37,0.00,2.99,"93,407.27",387.87,23.79
2009,8,18,8.18,0.17,1.31,3.54,82.92,0.00,3.15,"93,413.68",387.87,23.78
2009,8,19,8.22,0.17,1.22,3.50,81.95,0.00,2.91,"93,426.14",387.87,23.76
2009,8,20,8.18,0.17,1.06,3.46,82.03,0.00,2.76,"93,426.14",387.87,23.74
2009,8,21,8.16,0.16,0.87,3.47,83.17,0.00,2.36,"93,423.36",387.87,23.73
2009,8,22,8.15,0.16,0.77,3.46,83.89,0.00,2.30,"93,416.36",387.87,23.73
2009,8,23,8.16,0.16,0.56,3.44,85.71,0.00,2.65,"93,415.14",387.87,23.75
2009,9,0,8.14,0.16,0.30,3.37,87.96,0.00,2.56,"93,409.23",387.87,23.74
2009,9,1,8.14,0.16,0.02,3.32,89.46,0.00,2.82,"93,403.36",387.87,23.72
2009,9,2,8.14,0.16,-0.24,3.27,90.76,0.00,3.11,"93,407.86",387.87,23.70
2009,9,3,8.14,0.16,-0.31,3.21,90.03,0.00,2.84,"93,403.64",387.87,23.73
2009,9,4,8.06,0.16,-0.21,3.14,88.80,0.00,2.85,"93,388.45",387.87,23.74
2009,9,5,8.11,0.16,-0.37,3.12,89.12,0.00,2.71,"93,382.64",387.87,23.74
2009,9,6,8.13,0.16,-0.45,3.09,89.06,0.00,2.66,"93,387.73",387.87,23.78
2009,9,7,8.48,0.17,-0.48,3.07,88.76,0.00,2.55,"93,403.68",387.87,23.86
2009,9,8,44.88,8.66,-0.57,3.04,89.81,0.00,2.53,"93,434.55",387.87,23.81
2009,9,9,157.44,39.22,-0.52,3.16,90.40,0.00,2.38,"93,468.23",387.87,23.78
2009,9,10,319.24,82.16,-0.27,3.36,90.29,0.00,2.42,"93,494.68",387.87,23.79
2009,9,11,407.91,103.77,0.22,3.58,89.98,0.00,2.57,"93,484.32",387.87,23.76
2009,9,12,438.95,121.59,0.49,3.79,90.76,0.00,2.97,"93,454.95",387.87,23.74
2009,9,13,438.52,120.44,0.68,3.88,91.74,0.00,2.98,"93,422.59",387.87,23.73
2009,9,14,312.54,79.96,0.66,3.92,91.70,0.00,2.79,"93,415.77",387.87,23.75
2009,9,15,162.85,41.37,0.70,3.91,91.26,0.00,2.64,"93,416.50",387.87,23.76
2009,9,16,38.42,6.74,0.67,3.85,89.89,0.00,2.98,"93,423.68",387.87,23.80
2009,9,17,8.40,0.18,0.55,3.80,90.31,0.00,2.88,"93,444.64",387.87,23.81
2009,9,18,8.14,0.17,0.45,3.77,90.41,0.00,2.64,"93,465.05",387.87,23.83
2009,9,19,8.16,0.17,0.29,3.72,91.48,0.00,2.89,"93,489.59",387.87,23.85
2009,9,20,8.10,0.17,0.23,3.64,91.39,0.00,3.01,"93,512.36",387.87,23.86
2009,9,21,8.11,0.57,0.13,3.57,91.22,0.00,2.81,"93,529.59",387.87,23.84
2009,9,22,8.17,0.16,0.14,3.54,90.43,0.00,2.58,"93,539.14",387.87,23.80
2009,9,23,8.10,0.16,-0.04,3.53,91.26,0.00,2.55,"93,546.86",387.87,23.82
2009,10,0,8.15,0.17,-0.25,3.49,91.51,0.00,2.42,"93,553.32",387.87,23.84
2009,10,1,8.08,0.16,-0.34,3.42,90.76,0.00,2.57,"93,549.50",387.87,23.81
2009,10,2,8.11,0.16,-0.47,3.32,90.75,0.00,2.26,"93,571.50",387.87,23.79
2009,10,3,8.14,0.16,-0.57,3.27,91.59,0.00,1.92,"93,579.00",387.87,23.77
2009,10,4,8.04,0.16,-0.70,3.17,91.72,0.00,2.05,"93,569.55",387.87,23.75
2009,10,5,8.10,0.16,-0.90,3.05,91.64,0.00,2.25,"93,571.18",387.87,23.74
2009,10,6,8.08,0.16,-1.11,2.99,92.58,0.00,2.21,"93,579.32",387.87,23.73
2009,10,7,8.51,0.17,-1.23,2.95,92.89,0.00,2.28,"93,602.00",387.87,23.72
2009,10,8,54.76,11.29,-1.26,2.93,93.30,0.00,1.92,"93,634.41",387.87,23.71
2009,10,9,243.95,60.92,-0.97,3.06,92.24,0.00,2.18,"93,673.82",387.87,23.69
2009,10,10,482.92,126.14,-0.65,3.34,91.44,0.00,1.80,"93,702.27",387.87,23.70
2009,10,11,630.65,164.79,-0.32,3.67,91.27,0.00,1.76,"93,696.86",387.87,23.70
2009,10,12,745.11,198.17,0.00,4.06,90.09,0.00,2.27,"93,666.50",387.87,23.72
2009,10,13,667.12,177.72,0.34,4.22,89.49,0.00,2.04,"93,639.86",387.87,23.74
2009,10,14,541.74,141.50,0.62,4.30,88.49,0.00,1.81,"93,626.00",387.87,23.74
2009,10,15,284.93,75.03,0.70,4.12,87.98,0.00,1.77,"93,639.36",387.87,23.74
2009,10,16,72.38,14.88,0.31,3.84,87.77,0.00,2.07,"93,644.64",387.87,23.73
2009,10,17,8.77,0.21,-0.04,3.55,87.41,0.00,2.29,"93,654.36",387.87,23.72
2009,10,18,8.12,0.17,-0.27,3.45,87.98,0.00,2.28,"93,664.32",387.87,23.70
2009,10,19,8.16,0.16,-0.40,3.38,87.91,0.00,2.15,"93,670.09",387.87,23.69
2009,10,20,8.09,0.16,-0.40,3.32,87.51,0.00,2.45,"93,669.50",387.87,23.67
2009,10,21,8.08,0.16,-0.51,3.28,88.44,0.00,2.70,"93,673.64",387.87,23.66
2009,10,22,8.14,0.16,-0.61,3.27,89.10,0.00,2.34,"93,677.18",387.87,23.64
2009,10,23,8.08,0.16,-0.65,3.22,89.29,0.00,2.27,"93,678.77",387.87,23.64
2009,11,0,8.10,0.16,-0.74,3.20,89.77,0.00,2.35,"93,668.86",387.87,23.62
2009,11,1,8.06,0.16,-0.73,3.17,90.26,0.00,2.51,"93,659.64",387.87,23.61
2009,11,2,8.12,0.16,-0.84,3.12,90.79,0.00,2.25,"93,657.32",387.87,23.60
2009,11,3,8.09,0.16,-0.92,3.12,91.14,0.00,2.01,"93,645.64",387.87,23.59
2009,11,4,8.03,0.16,-0.94,3.16,91.14,0.00,1.86,"93,621.00",387.87,23.58
2009,11,5,8.04,0.17,-0.98,3.14,90.39,0.00,1.92,"93,602.91",387.87,23.57
2009,11,6,8.12,0.17,-1.03,3.12,89.76,0.00,1.47,"93,597.41",387.87,23.56
2009,11,7,8.66,0.20,-1.07,3.11,89.88,0.00,1.66,"93,599.45",387.87,23.55
2009,11,8,66.67,15.44,-1.10,3.07,89.11,0.00,1.69,"93,613.23",387.87,23.55
2009,11,9,286.11,74.59,-0.73,3.20,88.56,0.00,1.96,"93,623.77",387.87,23.54
2009,11,10,533.85,151.66,-0.39,3.46,88.33,0.00,2.35,"93,632.45",387.87,23.54
2009,11,11,771.84,206.23,0.10,3.73,87.54,0.00,2.18,"93,606.59",387.87,23.54
2009,11,12,918.10,228.55,0.63,4.07,86.55,0.00,2.35,"93,560.68",387.87,23.54
2009,11,13,746.67,182.91,1.00,4.11,85.10,0.00,2.45,"93,522.05",387.87,23.55
2009,11,14,499.88,128.27,1.30,4.06,84.53,0.00,2.76,"93,508.59",387.87,23.54
2009,11,15,279.56,70.94,1.15,3.86,84.87,0.00,2.86,"93,513.41",387.87,23.54
2009,11,16,76.33,15.97,0.91,3.65,84.88,0.00,3.05,"93,515.91",387.87,23.56
2009,11,17,8.84,0.20,0.41,3.46,85.17,0.00,3.19,"93,529.05",387.87,23.64
2009,11,18,8.15,0.16,0.22,3.36,85.52,0.00,3.16,"93,537.59",387.87,23.67
2009,11,19,8.14,0.16,0.26,3.31,85.87,0.00,2.76,"93,544.68",387.87,23.64
2009,11,20,8.13,0.16,0.45,3.33,84.54,0.00,2.46,"93,548.73",387.87,23.61
2009,11,21,8.12,0.16,0.38,3.30,84.15,0.00,3.01,"93,566.27",387.87,23.59
2009,11,22,8.12,0.16,0.18,3.28,85.26,0.00,3.00,"93,580.64",387.87,23.57
2009,11,23,8.13,0.16,0.16,3.27,84.82,0.00,3.29,"93,583.91",387.87,23.57
2009,12,0,8.14,0.16,0.12,3.27,86.68,0.00,3.27,"93,580.91",387.87,23.56
2009,12,1,8.11,0.16,-0.08,3.27,87.76,0.00,3.55,"93,572.73",387.87,23.56
2009,12,2,8.07,0.16,-0.45,3.22,89.57,0.00,3.59,"93,593.55",387.87,23.55
2009,12,3,8.04,0.16,-0.60,3.19,90.43,0.00,3.41,"93,604.05",387.87,23.55
2009,12,4,8.03,0.16,-0.68,3.14,90.37,0.00,3.42,"93,605.00",387.87,23.54
2009,12,5,7.99,0.16,-0.70,3.12,91.21,0.00,3.30,"93,615.00",387.87,23.53
2009,12,6,8.11,0.16,-1.01,3.07,92.29,0.00,3.15,"93,631.36",387.87,23.52
2009,12,7,8.45,0.17,-1.04,3.03,92.11,0.00,3.11,"93,644.55",387.87,23.50
2009,12,8,57.84,14.17,-0.97,2.96,89.63,0.00,3.07,"93,652.82",387.87,23.49
2009,12,9,249.06,67.02,-0.66,3.01,90.05,0.00,2.80,"93,665.55",387.87,23.50
