YEAR	DOY	HOUR	PAR	Swdown	TEMP	SoilT	RH	RAIN	WIND	PRESSURE	aCO2_AW	SWC
2009	53	11.5	316.73	75.68	0.12	3.52	84.53	0.00	2.38	92,906.58	387.87	24.15
2009	54	11.5	297.58	68.98	-0.20	3.66	82.45	0.00	2.42	93,015.13	387.87	24.22
2009	55	11.5	360.27	95.52	0.32	3.99	82.45	0.00	2.15	93,065.91	387.87	24.13
2009	56	11.5	350.71	92.19	0.52	4.22	82.12	0.00	2.49	93,039.85	387.87	24.11
2009	57	11.5	271.39	65.37	-0.07	4.14	86.20	0.00	3.10	92,941.61	387.87	24.21
2009	58	11.5	378.98	93.70	-0.32	3.93	81.72	0.00	2.55	93,024.60	387.87	24.44
2009	59	11.5	412.23	101.81	0.43	4.48	78.80	0.00	3.07	92,801.79	387.87	24.18
2009	60	11.5	382.39	94.36	0.47	4.78	81.03	0.00	3.25	92,835.10	387.87	24.14
2009	61	11.5	352.94	81.93	0.53	4.79	81.10	0.00	2.64	93,045.35	387.87	24.05
2009	62	11.5	379.73	96.87	1.18	4.45	79.05	0.00	3.40	92,866.44	387.87	24.00
2009	63	11.5	464.26	114.34	0.48	4.09	80.39	0.00	1.91	92,716.29	387.87	24.03
2009	64	11.5	337.76	85.14	-0.31	3.54	79.13	0.00	2.06	92,847.52	387.87	24.00
2009	65	11.5	456.14	103.57	-0.21	3.50	77.11	0.00	2.78	93,055.68	387.87	24.00
2009	66	11.5	570.62	140.84	-0.26	3.98	73.54	0.00	2.39	93,209.38	387.87	23.97
2009	67	11.5	449.93	109.56	0.89	4.53	75.94	0.00	2.87	93,288.59	387.87	23.95
2009	68	11.5	570.43	138.74	1.90	4.65	73.39	0.00	3.32	93,353.30	387.87	24.17
2009	69	11.5	520.15	126.96	1.62	4.52	73.85	0.00	3.07	93,204.25	387.87	23.96
2009	70	11.5	448.40	108.63	1.39	4.33	78.09	0.00	3.11	93,149.98	387.87	23.87
2009	71	11.5	466.59	121.68	2.11	4.92	76.06	0.00	2.93	93,190.27	387.87	24.06
2009	72	11.5	530.46	120.67	3.03	5.19	67.93	0.00	2.49	93,413.75	387.87	23.84
2009	73	11.5	633.43	154.34	3.95	5.39	68.76	0.00	2.01	93,585.82	387.87	23.93
2009	74	11.5	624.09	159.05	4.84	5.67	68.96	0.00	2.26	93,667.45	387.87	23.89
2009	75	11.5	638.72	157.52	5.30	6.25	67.38	0.00	2.90	93,603.60	387.87	23.71
2009	76	11.5	548.42	138.10	5.54	6.16	68.91	0.00	2.74	93,523.91	387.87	23.75
2009	77	11.5	583.46	146.29	5.07	6.05	70.44	0.00	2.79	93,344.84	387.87	23.70
2009	78	11.5	593.33	146.58	4.02	5.62	70.78	0.00	2.50	93,243.05	387.87	24.24
2009	79	11.5	652.53	147.33	3.90	5.49	73.77	0.00	2.95	93,256.03	387.87	24.26
2009	80	11.5	626.72	142.50	4.07	5.35	75.44	0.00	3.59	93,077.53	387.87	24.27
2009	81	11.5	628.27	151.89	3.95	5.93	74.65	0.00	2.97	92,990.41	387.87	24.04
2009	82	11.5	535.01	127.70	3.39	5.77	79.25	0.00	2.94	92,919.20	387.87	24.00
2009	83	11.5	578.44	132.08	3.09	5.61	81.08	0.00	2.65	92,764.96	387.87	23.87
2009	84	11.5	557.25	131.40	3.92	6.16	77.62	0.00	3.54	92,833.12	387.87	23.87
2009	85	11.5	612.65	145.74	4.33	6.09	75.99	0.00	3.35	92,819.58	387.87	23.91
2009	86	11.5	627.60	157.25	4.77	6.40	75.15	0.00	2.93	92,698.73	387.87	23.94
2009	87	11.5	555.24	140.68	4.98	6.59	78.61	0.00	2.48	92,872.28	387.87	23.98
2009	88	11.5	700.51	173.14	6.05	7.27	70.84	0.00	2.27	92,991.40	387.87	23.68
2009	89	11.5	507.49	132.45	6.50	7.41	72.89	0.00	2.41	92,810.14	387.87	23.62
2009	90	11.5	530.49	139.42	5.57	6.92	80.26	0.00	2.68	93,020.52	387.87	23.52
2009	91	11.5	741.28	183.31	6.05	6.72	73.36	0.00	2.34	93,173.27	387.87	23.29
2009	92	11.5	817.11	195.02	7.89	7.62	65.41	0.00	2.51	93,077.91	387.87	22.83
2009	93	11.5	687.93	159.82	8.10	7.70	65.10	0.00	2.45	93,067.93	387.87	22.84
2009	94	11.5	565.41	136.48	6.05	7.62	75.85	0.00	2.37	93,156.15	387.87	23.64
2009	95	11.5	521.16	127.83	5.31	7.29	79.16	0.00	2.73	93,218.98	387.87	23.50
2009	96	11.5	757.24	173.32	6.61	7.72	70.59	0.00	2.50	93,144.86	387.87	23.48
2009	97	11.5	811.90	190.74	7.21	7.64	65.03	0.00	2.63	92,982.95	387.87	23.32
2009	98	11.5	603.66	148.46	5.48	6.84	74.54	0.00	2.45	92,991.98	387.87	23.83
2009	99	11.5	671.79	160.56	6.20	7.32	72.57	0.00	2.23	92,988.86	387.87	23.79
2009	100	11.5	818.60	186.41	7.59	8.08	61.89	0.00	2.50	92,921.51	387.87	23.38
2009	101	11.5	749.66	178.28	7.17	8.04	69.10	0.00	2.52	92,921.53	387.87	23.11
2009	102	11.5	585.63	149.20	6.48	8.21	72.84	0.00	2.51	92,985.75	387.87	22.87
2009	103	11.5	814.91	194.87	7.33	8.60	65.91	0.00	2.29	93,065.40	387.87	22.94
2009	104	11.5	814.00	197.29	8.35	8.77	64.98	0.00	2.42	93,011.10	387.87	22.70
2009	105	11.5	801.11	191.80	8.14	9.10	64.69	0.00	2.38	93,055.48	387.87	22.48
2009	106	11.5	778.82	191.72	7.08	8.81	72.79	0.00	2.69	93,091.93	387.87	22.74
2009	107	11.5	932.12	222.57	7.64	8.86	65.74	0.00	2.91	92,881.27	387.87	22.56
2009	108	11.5	709.34	169.82	8.04	9.41	70.20	0.00	2.41	92,596.48	387.87	22.16
2009	109	11.5	779.20	177.24	7.46	9.64	70.03	0.00	2.56	92,602.24	387.87	21.92
2009	110	11.5	815.26	197.21	8.58	9.98	66.81	0.00	2.02	92,758.37	387.87	21.61
2009	111	11.5	835.64	202.69	9.50	10.63	67.55	0.00	2.40	92,882.30	387.87	21.42
2009	112	11.5	898.66	215.54	9.82	10.91	63.93	0.00	2.35	93,032.56	387.87	21.77
2009	113	11.5	834.05	195.07	10.25	10.87	63.21	0.00	1.87	93,203.54	387.87	21.95
2009	114	11.5	955.76	226.18	10.88	11.58	64.35	0.00	2.71	93,289.94	387.87	21.37
2009	115	11.5	969.75	229.40	11.85	12.53	58.64	0.00	2.62	93,297.75	387.87	20.83
2009	116	11.5	937.34	224.86	11.71	12.57	62.04	0.00	2.53	93,232.55	387.87	20.46
2009	117	11.5	629.99	154.46	9.92	11.91	78.06	0.00	2.04	93,108.39	387.87	21.66
2009	118	11.5	728.20	175.14	10.48	11.42	73.91	0.00	2.20	93,022.88	387.87	21.94
2009	119	11.5	728.39	177.36	10.61	11.37	72.27	0.00	2.25	92,856.20	387.87	21.91
2009	120	11.5	760.23	178.19	9.99	11.43	73.54	0.00	2.39	92,762.41	387.87	21.37
2009	121	11.5	914.29	205.53	10.36	11.95	71.25	0.00	2.31	92,953.54	387.87	20.89
2009	122	11.5	834.23	191.15	10.98	12.33	71.41	0.00	2.06	93,071.17	387.87	21.04
2009	123	11.5	819.04	192.02	9.99	11.88	74.66	0.00	2.04	93,107.25	387.87	21.24
2009	124	11.5	812.54	190.40	9.52	11.62	73.22	0.00	2.30	92,999.87	387.87	21.40
2009	125	11.5	768.02	169.23	8.85	11.50	75.43	0.00	2.43	92,970.86	387.87	21.98
2009	126	11.5	777.64	175.07	9.39	12.03	74.92	0.00	2.74	93,044.87	387.87	21.99
2009	127	11.5	884.88	206.92	10.23	12.30	72.05	0.00	3.04	93,120.53	387.87	21.78
2009	128	11.5	963.47	224.26	11.15	12.77	65.73	0.00	3.32	93,080.88	387.87	21.15
2009	129	11.5	800.92	178.91	10.57	12.73	75.00	0.00	3.20	93,182.61	387.87	21.30
2009	130	11.5	959.17	224.96	12.11	13.15	67.65	0.00	2.47	93,252.90	387.87	21.52
2009	131	11.5	964.08	230.44	12.01	13.11	66.40	0.00	2.87	93,224.92	387.87	20.99
2009	132	11.5	837.79	204.75	10.67	12.42	73.02	0.00	2.86	93,277.66	387.87	21.00
2009	133	11.5	948.15	220.36	10.55	12.33	69.53	0.00	2.11	93,254.09	387.87	21.03
2009	134	11.5	795.11	196.79	10.24	12.21	75.08	0.00	2.25	93,170.77	387.87	21.07
2009	135	11.5	735.26	187.83	8.93	11.52	79.89	0.00	2.44	93,193.49	387.87	21.92
2009	136	11.5	760.68	187.45	8.69	11.47	79.50	0.00	2.57	93,285.22	387.87	21.90
2009	137	11.5	857.41	214.69	10.16	11.89	76.06	0.00	2.78	93,232.53	387.87	21.97
2009	138	11.5	828.57	207.49	11.33	12.52	71.57	0.00	1.74	93,280.20	387.87	21.90
2009	139	11.5	1,109.15	260.31	12.47	12.99	65.56	0.00	2.21	93,280.41	387.87	21.35
2009	140	11.5	1,000.63	243.68	13.62	13.28	63.40	0.00	2.35	93,196.07	387.87	20.95
2009	141	11.5	889.12	199.70	13.20	13.39	71.86	0.00	2.21	93,092.73	387.87	20.72
2009	142	11.5	905.45	206.43	12.32	13.35	76.85	0.00	2.41	93,148.62	387.87	21.07
2009	143	11.5	1,020.86	244.96	12.02	13.31	73.25	0.00	2.35	93,404.72	387.87	21.53
2009	144	11.5	1,167.73	278.84	13.63	13.91	65.84	0.00	2.21	93,500.66	387.87	21.34
2009	145	11.5	1,190.90	285.07	14.96	14.28	57.62	0.00	2.79	93,409.13	387.87	20.66
2009	146	11.5	990.63	236.16	14.66	14.30	64.40	0.00	3.16	93,200.38	387.87	20.26
2009	147	11.5	806.39	187.91	12.97	13.62	71.76	0.00	2.80	93,203.83	387.87	20.41
2009	148	11.5	958.93	235.35	12.74	13.89	70.88	0.00	2.51	93,185.85	387.87	20.25
2009	149	11.5	937.58	230.48	12.54	13.91	69.64	0.00	2.57	93,192.67	387.87	20.42
2009	150	11.5	950.95	233.20	11.97	13.83	74.26	0.00	2.76	93,198.84	387.87	20.78
2009	151	11.5	902.67	209.47	10.34	12.66	77.32	0.00	2.74	93,309.68	387.87	20.97
2009	152	11.5	726.12	163.40	10.37	12.48	78.80	0.00	2.34	93,408.78	387.87	21.11
2009	153	11.5	907.80	210.54	11.87	13.20	75.53	0.00	1.80	93,471.91	387.87	20.74
2009	154	11.5	898.82	202.01	12.46	13.59	74.42	0.00	1.90	93,445.03	387.87	20.47
2009	155	11.5	864.48	202.43	12.26	13.60	78.43	0.00	2.39	93,324.00	387.87	20.95
2009	156	11.5	1,101.33	247.29	13.13	13.64	69.23	0.00	2.23	93,225.79	387.87	20.89
2009	157	11.5	849.56	208.15	13.45	13.98	74.28	0.00	2.58	93,113.77	387.87	20.49
2009	158	11.5	1,067.03	257.93	14.23	14.42	72.18	0.00	2.35	93,250.06	387.87	20.50
2009	159	11.5	1,034.35	252.11	14.85	14.43	71.19	0.00	2.17	93,373.27	387.87	20.61
2009	160	11.5	1,133.35	272.21	15.37	14.80	65.46	0.00	2.45	93,398.47	387.87	20.32
2009	161	11.5	1,161.77	276.85	16.04	15.24	63.23	0.00	2.36	93,323.66	387.87	20.50
2009	162	11.5	1,012.07	230.66	14.63	14.98	73.47	0.00	2.46	93,336.72	387.87	20.32
2009	163	11.5	1,074.98	246.32	14.54	14.96	71.06	0.00	2.33	93,353.19	387.87	20.43
2009	164	11.5	1,021.48	236.85	14.69	15.05	73.07	0.00	1.82	93,386.68	387.87	20.24
2009	165	11.5	1,069.47	257.96	15.12	15.15	69.08	0.00	1.65	93,393.29	387.87	20.25
2009	166	11.5	999.42	237.95	15.43	15.46	72.61	0.00	1.80	93,333.72	387.87	19.83
2009	167	11.5	1,115.69	254.08	15.41	15.71	68.91	0.00	2.02	93,363.77	387.87	20.04
2009	168	11.5	1,148.90	275.48	16.38	16.11	69.02	0.00	2.05	93,369.00	387.87	19.49
2009	169	11.5	1,145.63	264.11	17.03	16.76	70.76	0.00	2.63	93,312.31	387.87	19.83
2009	170	11.5	1,017.78	232.94	16.23	16.59	68.88	0.00	2.47	93,230.47	387.87	19.44
2009	171	11.5	1,034.24	238.08	15.60	16.40	70.27	0.00	2.30	93,275.53	387.87	19.36
2009	172	11.5	1,168.95	272.17	15.95	16.58	68.98	0.00	1.84	93,389.84	387.87	19.07
2009	173	11.5	1,024.17	238.23	15.55	16.37	70.47	0.00	2.03	93,536.48	387.87	18.79
2009	174	11.5	1,056.02	235.64	15.41	16.27	68.98	0.00	2.56	93,552.58	387.87	18.44
2009	175	11.5	1,177.99	276.67	15.87	16.54	69.32	0.00	2.43	93,454.89	387.87	18.87
2009	176	11.5	982.59	232.69	15.57	16.56	71.59	0.00	2.38	93,391.31	387.87	18.88
2009	177	11.5	1,114.46	267.85	16.20	16.52	67.25	0.00	2.23	93,534.28	387.87	18.70
2009	178	11.5	1,066.88	259.82	17.34	16.78	68.64	0.00	2.17	93,562.19	387.87	18.12
2009	179	11.5	1,166.55	266.81	18.17	17.55	63.99	0.00	1.88	93,493.53	387.87	17.73
2009	180	11.5	946.54	230.11	17.20	17.63	72.86	0.00	2.22	93,433.70	387.87	17.86
2009	181	11.5	1,146.29	274.46	17.11	17.40	70.58	0.00	2.08	93,562.75	387.87	18.02
2009	182	11.5	1,111.76	261.89	16.77	17.43	68.06	0.00	2.34	93,490.82	387.87	17.70
2009	183	11.5	949.06	227.28	16.05	17.30	72.64	0.00	2.09	93,423.83	387.87	18.09
2009	184	11.5	961.40	232.58	16.08	17.37	75.44	0.00	2.19	93,365.44	387.87	18.33
2009	185	11.5	1,049.75	250.49	16.67	17.41	71.89	0.00	2.22	93,306.81	387.87	18.36
2009	186	11.5	1,088.93	255.89	16.77	17.54	70.36	0.00	2.25	93,392.09	387.87	18.33
2009	187	11.5	873.85	199.57	15.85	17.21	75.11	0.00	2.54	93,341.88	387.87	19.05
2009	188	11.5	971.03	228.03	15.30	16.67	77.35	0.00	2.45	93,316.01	387.87	19.03
2009	189	11.5	922.20	210.43	15.03	16.29	77.06	0.00	2.72	93,349.48	387.87	19.54
2009	190	11.5	1,000.32	235.48	15.35	16.64	74.00	0.00	2.41	93,438.67	387.87	19.90
2009	191	11.5	945.09	219.37	15.43	16.71	73.61	0.00	2.34	93,454.84	387.87	19.95
2009	192	11.5	1,002.70	235.39	15.59	16.97	73.79	0.00	2.37	93,466.39	387.87	19.79
2009	193	11.5	1,011.31	234.51	15.83	17.20	73.55	0.00	2.32	93,411.11	387.87	19.33
2009	194	11.5	1,007.41	228.39	16.27	17.28	74.11	0.00	2.12	93,313.11	387.87	19.72
2009	195	11.5	1,117.30	263.93	17.28	17.44	67.83	0.00	2.30	93,497.31	387.87	19.48
2009	196	11.5	1,139.99	262.44	17.52	17.09	65.29	0.00	2.02	93,747.23	387.87	19.71
2009	197	11.5	1,307.25	306.02	19.23	17.90	57.93	0.00	2.27	93,678.88	387.87	19.11
2009	198	11.5	884.23	210.66	17.53	17.38	68.67	0.00	2.44	93,548.52	387.87	19.35
2009	199	11.5	1,114.01	260.88	17.61	17.15	64.98	0.00	2.49	93,492.89	387.87	19.24
2009	200	11.5	1,182.73	272.78	17.91	17.66	64.24	0.00	2.59	93,411.03	387.87	19.39
2009	201	11.5	1,002.84	230.98	17.41	17.54	68.61	0.00	2.43	93,399.60	387.87	19.23
2009	202	11.5	935.94	222.09	16.85	17.25	72.17	0.00	2.09	93,415.69	387.87	19.57
2009	203	11.5	898.62	218.29	16.64	16.86	72.37	0.00	2.24	93,422.05	387.87	19.88
2009	204	11.5	1,061.78	249.95	16.85	16.87	71.43	0.00	2.46	93,295.91	387.87	19.57
2009	205	11.5	961.99	213.03	15.86	16.55	72.82	0.00	2.76	93,333.02	387.87	19.40
2009	206	11.5	1,203.28	282.04	17.55	17.40	64.76	0.00	1.77	93,361.65	387.87	19.30
2009	207	11.5	1,056.24	238.21	18.25	18.14	64.70	0.00	1.82	93,314.75	387.87	18.78
2009	208	11.5	1,094.13	253.32	19.18	18.79	66.02	0.00	1.80	93,344.41	387.87	19.33
2009	209	11.5	897.74	218.49	17.98	18.21	72.19	0.00	2.38	93,346.10	387.87	19.71
2009	210	11.5	725.08	181.25	16.31	17.19	81.89	0.00	2.43	93,286.42	387.87	19.94
2009	211	11.5	880.25	213.98	16.10	16.85	76.41	0.00	1.88	93,490.67	387.87	20.40
2009	212	11.5	1,162.89	269.55	17.45	17.17	65.43	0.00	1.81	93,516.30	387.87	19.75
2009	213	11.5	1,157.86	268.30	18.10	17.72	68.31	0.00	2.17	93,320.12	387.87	19.37
2009	214	11.5	716.85	177.82	17.34	17.70	77.22	0.00	2.04	93,278.27	387.87	19.27
2009	215	11.5	713.70	177.10	16.02	16.99	83.04	0.00	1.96	93,369.47	387.87	20.58
2009	216	11.5	988.04	228.06	16.39	17.10	75.58	0.00	2.04	93,442.43	387.87	20.34
2009	217	11.5	909.70	222.61	16.68	17.14	75.88	0.00	2.32	93,343.03	387.87	20.34
2009	218	11.5	869.88	210.04	17.13	17.41	75.39	0.00	2.08	93,304.18	387.87	20.36
2009	219	11.5	759.58	188.40	16.25	17.04	78.28	0.00	2.00	93,267.86	387.87	20.39
2009	220	11.5	763.98	184.83	15.18	16.13	81.28	0.00	2.08	93,285.15	387.87	20.48
2009	221	11.5	830.92	208.67	15.07	15.86	76.28	0.00	2.32	93,404.19	387.87	20.13
2009	222	11.5	1,036.83	226.02	15.82	16.32	69.96	0.00	2.07	93,364.49	387.87	19.39
2009	223	11.5	858.79	190.08	15.45	16.46	72.66	0.00	2.12	93,274.40	387.87	19.21
2009	224	11.5	911.65	210.41	15.51	16.40	76.04	0.00	2.15	93,111.34	387.87	19.42
2009	225	11.5	867.69	201.28	14.92	16.28	75.28	0.00	2.40	93,165.19	387.87	20.04
2009	226	11.5	787.03	175.19	14.83	16.31	74.97	0.00	2.46	93,261.27	387.87	19.68
2009	227	11.5	810.84	188.81	14.64	16.20	81.84	0.00	2.57	93,336.16	387.87	20.22
2009	228	11.5	771.44	194.01	15.23	16.01	77.30	0.00	2.45	93,359.32	387.87	20.79
2009	229	11.5	1,032.68	233.95	16.79	16.78	69.04	0.00	2.25	93,308.12	387.87	20.46
2009	230	11.5	1,060.19	242.15	17.96	17.76	68.38	0.00	2.10	93,287.22	387.87	19.76
2009	231	11.5	940.78	214.30	17.77	18.12	72.45	0.00	1.80	93,418.96	387.87	19.28
2009	232	11.5	828.58	192.27	16.72	17.76	73.23	0.00	1.90	93,587.50	387.87	19.93
2009	233	11.5	883.57	200.62	16.20	17.58	73.49	0.00	2.13	93,553.68	387.87	19.59
2009	234	11.5	875.83	204.89	16.13	17.36	72.24	0.00	2.32	93,448.72	387.87	19.40
2009	235	11.5	833.41	198.17	16.51	17.33	71.99	0.00	2.10	93,313.09	387.87	18.28
2009	236	11.5	789.97	172.32	15.70	16.90	76.74	0.00	2.04	93,281.63	387.87	17.66
2009	237	11.5	872.64	200.70	15.15	16.37	75.49	0.00	2.27	93,300.42	387.87	17.85
2009	238	11.5	870.76	191.26	15.51	16.82	74.30	0.00	2.67	93,334.11	387.87	17.35
2009	239	11.5	788.50	184.57	14.88	16.18	77.72	0.00	2.51	93,444.74	387.87	17.43
2009	240	11.5	794.30	189.01	14.77	16.10	78.29	0.00	2.19	93,473.29	387.87	17.74
2009	241	11.5	797.22	183.93	14.16	15.66	76.73	0.00	2.31	93,504.99	387.87	18.23
2009	242	11.5	779.27	178.08	13.79	15.22	76.55	0.00	2.71	93,540.86	387.87	18.38
2009	243	11.5	855.17	195.10	14.25	15.57	71.98	0.00	1.89	93,582.09	387.87	18.25
2009	244	11.5	802.49	189.15	14.38	15.82	75.58	0.00	2.52	93,588.83	387.87	18.31
2009	245	11.5	864.52	203.40	15.36	16.21	73.03	0.00	1.98	93,602.98	387.87	17.92
2009	246	11.5	724.62	169.30	15.83	16.67	77.30	0.00	2.70	93,533.48	387.87	17.87
2009	247	11.5	620.03	149.53	14.90	16.29	83.69	0.00	2.47	93,580.66	387.87	18.25
2009	248	11.5	846.98	201.45	15.34	16.05	73.69	0.00	2.23	93,623.63	387.87	18.46
2009	249	11.5	865.69	203.28	15.16	15.99	71.65	0.00	2.10	93,545.52	387.87	17.96
2009	250	11.5	792.63	189.00	15.32	16.13	77.12	0.00	2.15	93,497.36	387.87	17.83
2009	251	11.5	848.25	198.66	15.05	16.01	72.88	0.00	2.46	93,601.92	387.87	17.39
2009	252	11.5	892.18	207.99	15.28	16.07	71.16	0.00	2.28	93,596.29	387.87	16.81
2009	253	11.5	754.91	178.33	15.86	16.55	73.24	0.00	1.90	93,566.68	387.87	16.38
2009	254	11.5	656.85	154.70	14.39	16.10	77.70	0.00	2.34	93,472.76	387.87	16.40
2009	255	11.5	610.19	135.04	12.22	14.65	83.43	0.00	2.74	93,496.13	387.87	16.81
2009	256	11.5	667.56	157.38	12.54	14.45	79.84	0.00	1.92	93,575.38	387.87	17.73
2009	257	11.5	603.18	136.68	12.51	14.05	79.23	0.00	2.15	93,445.61	387.87	17.69
2009	258	11.5	591.98	135.50	12.24	13.96	80.10	0.00	2.55	93,312.22	387.87	17.75
2009	259	11.5	665.10	152.66	12.08	14.04	84.65	0.00	2.45	93,149.63	387.87	17.66
2009	260	11.5	486.85	122.14	11.48	13.65	85.14	0.00	2.46	93,161.12	387.87	18.14
2009	261	11.5	338.54	90.54	10.73	13.16	87.96	0.00	2.79	93,165.00	387.87	18.95
2009	262	11.5	514.19	121.55	10.60	12.83	83.41	0.00	1.85	93,469.94	387.87	19.02
2009	263	11.5	803.91	181.60	11.51	13.09	74.23	0.00	2.11	93,708.41	387.87	18.79
2009	264	11.5	793.67	183.27	12.50	13.65	75.01	0.00	2.28	93,672.01	387.87	18.75
2009	265	11.5	717.00	166.98	12.69	13.88	75.35	0.00	2.13	93,672.40	387.87	19.19
2009	266	11.5	739.43	172.16	13.02	14.12	78.52	0.00	2.51	93,456.49	387.87	18.99
2009	267	11.5	658.57	153.27	12.65	14.25	80.22	0.00	2.21	93,143.33	387.87	19.18
